Observation,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,Energy
5193,20.89,36.96666667,19.5,37.59,21.7,35,20.6,34.59,19.29,43.29,6.296666667,49.9,20.29,30.5,21.5,37.79,19.5,35,5.15,748.5,74.5,5,40,0.9,90
5194,19.2,47.09,18.5,47,19.79,45.29,18.1,48.2,17.39,54.045,9.8,99.9,17.55555556,45.5,17.6,51.4,17,49.09,9.8,755.7,95.66666667,6.333333333,62,9.17,40
5195,21.89,41.09,19.2,44.53,24.39,39.9,22.29,37.9,20.79,52.29,5.726666667,54.7,21.32333333,34.66333333,22.81857143,44.92857143,20.89,43.7,5.2,750.5,91,1,40,3.9,90
5196,20,42.6725,19,42.43333333,19.79,44.66333333,19.2,42.56,17.6,50.9,6.09,77.56,18.1,37.94545455,18.6,45.80833333,17.1,43.2,6.32,744.2833333,76.66666667,7,30.83333333,2.43,60
5197,17.82333333,40.46333333,16.79,41.09,18.1,39.96666667,15.72666667,40.2,15.89,48.29,3.59,99.4,16,35.5,17.285,43.39388889,15.5,40.09,3.7,761.5,97,6.333333333,52.66666667,3.2,40
5198,22.23,37.56,20.42666667,38.23,22.1,36.36333333,21.36,37.2,19.2,42.32666667,8.39,30.99666667,19.6,33.4,22,37.79,19.29,36.06,7,759.8,81,1,26,3.9,110
5199,22.6,42.475,23.39,38.9,22.5,40.79,21.6,41.9,19.5,48.2,19.56666667,14.79333333,22.2,37.79,23.42666667,45,20.2,43.29,19.1,751.2333333,51.33333333,4.333333333,40,8.7,90
5200,20.89,39.4,19,42.4,21.79,37.32666667,19.79,38.29,19.29,45,10.83,30.73,19.92666667,33.79,21.2,39.5,19.6,37.59,8.03,758.0833333,80.33333333,2,64.83333333,4.87,40
5201,20,35.62666667,17.7,37.46666667,20.6,35.5,19.89,33.26,18,42.13333333,0.266666667,80.23,19.03333333,28.13333333,20.79,38.16333333,18.16666667,37.96333333,0.15,760.9,95,3,37.5,-0.55,50
5202,22.39,45.96666667,22.03333333,44.06666667,22.075,45.975,21.35666667,44.96666667,21.09388889,91.98055556,5.1925,95.9225,18.6,40.00944444,21.16111111,48.83277778,18.1,45.7,6.27,758.15,82.83333333,5.666666667,26.83333333,3.5,110
5203,24.39,33.26666667,21.79,34.76,23.90571429,34.31428571,24.1,31.7,23.89,37.9,6.3,15.69333333,24.16666667,27.76,25.7,33.7,22.7,31.13333333,7.17,760.1,71,3.666666667,40,2.23,50
5204,21.7,37.32666667,20.1,36.86333333,20.7,38.46666667,20.29,36,18.5,50,0.6,81.5,18.5,31.82333333,21.39,41.42666667,18.2,38.59,1.67,744.7333333,93.16666667,4.333333333,37.83333333,0.65,60
5205,23.79,41.59,23.39,40,24.16666667,42.66333333,21.6,43.53,20.87888889,55.42388889,7.69,63.82666667,19.2,34.83277778,22.43277778,43.54277778,18.85666667,40.79,7.8,743.3,69,9,23,2.5,100
5206,22.76,39.59,20.29,42.29,24.272,36.9,22.56666667,37.76,19.5,42.36857143,7.874,47.88,23.5,36.75142857,23.7,40.536,22.7,41.678,7.83,758.7833333,95,2.166666667,41.66666667,7.13,40
5207,20,44.79,19.39,44.26,19.7,44.03,19,46.4,17.6,56.35722222,10.22666667,85.52333333,18.2,47.30833333,17.79,49.60833333,17.29,49.59,10.3,757.3333333,80.33333333,10,32.66666667,6.97,40
5208,25.5,42.79,25.29,39.96666667,26.56,39.09,25.5,41.23,23.6,49.92666667,19.06,8.354,24.2,39.545,25.5,45.812,23.6,42.7,19.9,752.35,58.5,2,34.5,11.4,120
5209,22.5,37.7,18.79,41.9,23.29,37.5,20.5,40.2,19.6,47,1.378888889,67.36055556,20.79555556,37.005,22.79,43.82055556,19.79,41.59,4.27,758.7,86,3,27.66666667,2.07,50
5210,17.29,43.2,16.35666667,43.23,17.7,41.2,15.3,42.43333333,15.53888889,48.9,6.366666667,99.9,15.70833333,38.045,16.67777778,45.89222222,15.19,42.29,5.9,766.6,100,4,9,5.9,50
5211,20.7,44.59,19.39,45.5,21.52857143,42,19.39,45.2,18.06,53.054,10.6,90.46666667,18.1,42.7,20.6,52.93333333,18.29,47.2,10.6,756.6333333,89.66666667,8.333333333,32.66666667,8.93,40
5212,22,42.32666667,20.9175,42.7225,23.6,38.23,20.39,40.4,19.89,54.63333333,15.5,30.5,21.29,36.59,22.79,40.4,20,42.2,13.7,753.4333333,64.66666667,8,40,7.17,70
5213,22.79,32.36,20.82333333,32.36333333,21.66666667,33.66333333,22.39,33.8,18.79,39.86333333,9.933333333,16.63,22.5,23.5,23.89,33.7,20.06666667,35.79,9.6,764.2,54,4,23,0.7,110
5214,23.06666667,40.42666667,22.175,39.75,21.66666667,43,19.13333333,45.62666667,19.26,53.69666667,3.663333333,61.56666667,19.03333333,39.36333333,19.7,45.63333333,17,43.39666667,2.8,749.5333333,77.33333333,7.666666667,34.33333333,-0.9,50
5215,21.5,45.62666667,21.1,43.06,22.29,40.09,20.85666667,38.46666667,20,52.09,13.5,10.79,21.54,34.4,22.89,39.5,20.7,41.82666667,10.4,754.15,70,3,26.5,5.1,80
5216,20.06666667,35.76666667,18.06666667,37.02666667,22.06666667,37.19666667,18.6,36.03,18.2,47.16333333,6.56,49.29333333,19.1,28.32333333,22.32333333,36.56666667,18.39,37.33333333,6,743,67,2,40,0.2,70
5217,22.79,36.29,20.2,37.72333333,23.6,33.76,22.2,31.79,21.29,53.83333333,4.366666667,15.69333333,21.6,26.69428571,24.2,34.93333333,20.53333333,33.36333333,4.8,758.7,68.66666667,4,40,-0.567,60
5218,22.2,34.73,19.6,37.09,23.5,37,22.29,32.86333333,20.7,41.86333333,5.26,32.3,22.1,34.54,23.5,40.634,20.6,39.73,4.93,763.2333333,77.33333333,2.666666667,40,1.23,50
5219,23,43,21.2,44.72285714,24.46333333,39.4,23.1,41.93333333,21.79,49.42857143,13.65,45.895,22.7,38.4,23.14,43.92,22.6,43.9,12.1,757.65,88,4.5,34,10.1,70
5220,24.2,47.59,21.79,50,26.29,44.56,23.6,45.5,22.89,51.4,10.745,52.5,23.5,41.678,25.35666667,49.79,23.29,49.7,11.1,752.8833333,94.16666667,3.833333333,61.83333333,10.2,60
5221,21.16666667,41.52666667,19.5,36.1,20.53333333,36.66666667,21.29,34.06,17.79,44.26666667,9.063333333,22,20.6,28.53333333,22.73,36.2,18.16666667,40.26,8.83,760.1166667,57.33333333,1.166666667,30,0.7,430
5222,20.85666667,37.83333333,18,41.5,23.2,36.59,19.5,37.09,19.39,46.79,3.06,45.82666667,19.39,31.5,22,42.53,19.1,40,3.67,764.0833333,90.33333333,3,25.66666667,2.22,50
5223,21.56666667,40.79,19.6,41.09,21,40.4,20.6,38.4,19.29,79.26857143,-0.466666667,84.06333333,19,37.29,20.73,45.79,18.22571429,41.05714286,0.1,760.6,97,2,20,-0.3,50
5224,22.39,42.62666667,21.13333333,42.09,21.945,44.59,21.7,40.82666667,19.04444444,54.62055556,5.263333333,89.8,19.01111111,34.245,21.15,43.08,18.6,44.29,5.3,760.5333333,79.66666667,6,40,1.93,120
5225,21.32333333,37.73,19.89,38.56666667,22.7,36.59,19.7,39.43333333,19.2,42.59,10.89,28.63333333,19.1,33.73,21.29,43.645,19.39,41.26666667,6.65,758.65,85.5,1,40,4.35,130
5226,21.66666667,45.82666667,21.22666667,40.89,23.1,37.2,21.7,38.59,21.99333333,83.56333333,7.23,59.9,20.68571429,31.72571429,22.2,38.72333333,21.1,40.36,7.5,754.7666667,78.66666667,4,40,4.03,330
5227,19.16666667,38.29,17.5,40.2,20.65714286,37.65285714,17.7,38.43333333,17,45.2,6.156666667,91.3,17.79,33.645,19.5,45.79,17.7,42.32666667,6.33,754.0666667,94,9.666666667,47,5.4,20
5228,20.96333333,39.79,18.79,41,21,40.32666667,20.2,38.4,18.7,66.40714286,-1.2,82.7,19,39,20.5,46.62666667,18.29,43.4,-0.75,760.5,98,1.5,57,-1.05,40
5229,21.79,37.29,18.03333333,42.79,23.29,37.7,20.1,39.4,19.5,46.82666667,2.45,70.03388889,20.77,37.5,22.31777778,42.61444444,19.79,42.4,3.47,757.3333333,86.66666667,3.666666667,23,1.47,40
5230,20.39,39.09,19.2,39.23,20,40.32666667,20.29,38.26,17.55555556,65.23333333,-5.888888889,82.81611111,17.97555556,33.48333333,20.1,43.99375,16.89,39.09,-4.5,756.6,87,1,65,-6.3,50
5231,22.79,44.93333333,21.7,43.5,23.13333333,40.79,22.29,43.4,21.14285714,49.34,14.06666667,23.9,22,37.82666667,23.89,43.39714286,20.89,42.16333333,14.1,750.4333333,80.66666667,0.166666667,40,10.8,120
5232,21.73,44.59,21.16666667,42.7,21.61666667,45.33722222,21.5,45.82666667,19.93277778,67.09,4.3,95.69,18.55555556,41.035,21.39611111,51.94388889,18.1,47.06666667,5.2,758.5,83.5,5,40,2.6,50
5233,23.2,39.12666667,22.42666667,38.82666667,21.23,41.82666667,20.85666667,42.9,20.9725,44.2225,1.966666667,94.4,19.1,39.12666667,20.6,44.2,17.2,40.5,2.2,759.8833333,96.16666667,4,29.83333333,1.62,490
5234,24,40.7,22.42666667,41.72333333,25,39,23.39,41.29,23.5,69.4,14.33,4.163333333,23.1,36.03,24.39,45.65666667,22.79,40.72333333,11,759.5333333,78.33333333,3.666666667,36.33333333,7.3,110
5235,25.5,49,25.5,46.07125,26.2,45.4,25.6,44.4,24.2,51.96666667,23.06333333,1.233333333,25.2,42.66333333,26.56666667,49.36,24.14,46.9,21.2,744.1,55,3.333333333,29,11.9,470
5236,22.79,38.79,21.7,38.66333333,23,37.03,22.6,38.53,20.1,50.03,13.06666667,20.73333333,21,38.9,24,42.82666667,19.79,39.29,13,760.6,78.33333333,2.666666667,40,9.23,40
5237,21.29,41.565,20.56666667,39.53,21.73,43.15666667,19.1,43.79,17.03333333,53.23,5.063333333,96.83333333,17.5,38.09,18.06666667,45,17.26,47.66333333,4.92,747.7333333,84.83333333,6,40,2.58,270
5238,20.1,38.395,18.79,36.56,19.79,36.79,19.92666667,36,17.5,44.23571429,5.16,56.96333333,17.79,27.89,19.89,35.9,17.79,37.43333333,2.82,755.7,70.66666667,4.333333333,22.5,-1.97,240
5239,20,40.2,18.46333333,41,20.66666667,38.76,18.7,38.7,18.5,44.145,6.56,76.2,18.29,35,20.1,46.13333333,18.13333333,42.5,6.7,745.9666667,83,8.666666667,35.33333333,3.9,70
5240,21.79,46.86333333,21.39,45.4,22.35666667,45.4,21.2,48.79,19.5,55.80222222,9.2,99.86666667,18.71,45.30833333,20.18333333,51.70888889,18.2,50.5,8.55,756.9333333,95,5.166666667,62.16666667,7.77,60
5241,21.2,39.29,17.89,44.29,23.46333333,38.26,20.85,37.656,20.5,45.76,2.43,56.76666667,20.79,32.736,22.5,38.5,20.79,45.32666667,2.27,752.7333333,96.33333333,1.333333333,23,1.73,50
5242,20.6,41.56,19.73,40.12666667,20.79,41.29,19.29,40.15666667,18.6,53.55722222,2.79,92.12333333,19.6,38.09722222,21.78,46.69166667,18.7,44.36333333,2.6,744.6333333,91.66666667,4.333333333,25,1.4,60
5243,21.2,37.09,18.29,40.23,21.39,36.56,19.85666667,34.96666667,18.29,46.7,5.3,58.33,19.6,31.1,22,42.29,19.7,40.66333333,4.6,761.8,88,1.666666667,65,2.8,50
5244,19.5,34.03,17.46333333,35.29,19.7,36.03,18.5,33.29,17.63333333,59.5,-0.3,64.39,19.89,34.36333333,20.7,42.5,18.2,41.09,0.2,761.1,82,4,40,-2.6,60
5245,22.6,39.645,22.66666667,37.29,23.2,37.96666667,23.29,37.83333333,20.6,44.46666667,17.33,2.101,21.87,33.027,23.5,40.02666667,20.7,40.7,15.8,753.1,55,3,40,6.8,100
5246,23.29,34.43,22.26,31.96333333,23.32333333,35.82666667,22.85666667,33.76,21.82666667,48.86,13.39,1,21.79,27.2,24.1,35.46666667,20.5,36.518,13.4,764.95,40.83333333,4.833333333,40,0.167,170
5247,21.89,34.9,19.53333333,36.86333333,21.39,35.29,22.2,33.16333333,19.1,40.96666667,-1.76,67.1,20.29,27.15,22.6,37.83333333,18.29,38.7,-1.2,763.7,91,1.5,62.5,-2.45,40
5248,20.5,36.29,17,41.46666667,20.46333333,37.26,20,33.9,17.89,50.2,0.366666667,70.76333333,19.5,35.43333333,21.1,43.2,18.2,41.09,-0.417,763.6,93.16666667,1.833333333,34.5,-1.4,50
5249,24,45.03,21.6,47.9,25.56666667,41.29,23.6,42.93333333,23.2,49.594,10.63,33.99,23.22571429,38.06428571,24.39,46.09,23,47.79,10.1,759.6,84.83333333,3,40,7.6,60
5250,22.96333333,40.16333333,21.35666667,40.93333333,22.82333333,38.96333333,21.89,39,21.16,56.578,9.86,33.36333333,22.7,36.29,23.89,39.29,20.73,39.7,11.2,750.8833333,78.5,4,29.16666667,7.48,110
5251,19.6,40.9,17.79,41.86333333,20.32333333,40.62666667,18.5,40.2,17.90833333,58.565,2.26,90.83333333,19.39,39.56888889,21.265,46.18666667,17.89,44.7,2.3,754,81,7,40,-0.6,70
5252,21.79,44.62666667,21,44,22.2,44.79,20.42666667,45.93333333,18.89,66.76277778,8.36,98.3,18.5,41.82055556,21.07222222,55.16944444,18.39,49.53,8.17,764.75,98.83333333,3.166666667,45.16666667,7.95,50
5253,21.39,41.4,18.39,46.7,20.79,38.59,21.1,37.2,18.79,47.4,3.833333333,68.52333333,20.7,29.79,22.79,42.03,19.6,38.59,4.37,764.5,92.33333333,3,56.33333333,3.17,60
5254,20.23,44.46333333,18,43.23333333,20.16666667,38.43,18.7,35.16333333,17.5,48.9,5.9,79.59,18.39,29.06666667,20.29,35.86,17.6,35.62666667,5.35,757.1,71,3,40,0.45,130
5255,23.46333333,38.79,21.2,39.9,23.29,38.5,21,38.56,20.29,47.16333333,7.7725,45.80416667,21.5,32.29,23.5,37.205625,20.39,37.6725,8.23,744.2666667,76.66666667,3.666666667,40,4.33,100
5256,20.7,34.62666667,19.29,34.4,20.1,37.016,19.66666667,33.66333333,17.79,44.47142857,3.06,67.46666667,19.92666667,26.56666667,21.63333333,34.56666667,18.1,38.5,3.57,758.2333333,67,1.333333333,23.66666667,-2.07,100
5257,25.39,49.49333333,24.90571429,46.46142857,26.35666667,43.03,25.5,45.56,24.1,49.76,21.39,11.06333333,25,44.09,25.89,49.19428571,24.2,47.156,18.9,749.2666667,74.16666667,3.833333333,40,14.3,80
5258,19.1,38.59,17.5,40.5,20.6,37.83714286,17.7,38.62666667,17,45.4,6.5,91.33333333,17.79,33.96666667,19.46333333,45.96666667,17.7,42.7,6.7,753.9,93.66666667,9.333333333,44,5.73,50
5259,21.29,43.7,19.76,44.06666667,21.55,42.4,21.85666667,42.96,19.29,52.09,4.4,87.59,19.29,43.2,21.575,48.6175,18.58571429,45.29,3.95,753.7,93.5,1.5,32,2.95,60
5260,19.35666667,36.73,18.56666667,35.59,18.39,37.79,18.5,36.5,17.58277778,39.27722222,3.466666667,96.62666667,18.06666667,28.245,19.34,36.065,16,37.36333333,4.6,763.9,55.5,1,21,-3.7,40
5261,21.53333333,41.7,18.6,45.76,23.7,39.5,21.6,38.9,20.6,47,3.56,53.63,20.89,35.63714286,22.89,45.12666667,20.39,46.2,3.35,753.7,96,0.5,3.5,2.8,50
5262,24.7,48.09,27.82666667,40.89666667,28.21285714,44.15285714,25.39,45.2,24,49.62666667,19.06666667,30.02333333,24.7,41.66333333,25.5,46.56428571,24.2,46.09,16.1,747.15,80.16666667,3.166666667,20.33333333,12.7,80
5263,23.53333333,45.19666667,22.89,42.29,25.13333333,45.46333333,20.06666667,50.49,21.56111111,46.43888889,11.69,79.49333333,18.86777778,44.77,19.72,50.555,17.76,49.43333333,11.2,759.9333333,82,10,34.66666667,8.3,330
5264,17.96333333,37.62666667,17.2,36.76,18.1,38.82666667,17.92666667,37.06,16.29,43.145,-0.266666667,95.7,15.93277778,30.90277778,18.1,39.03666667,15.69,36.59,1.8,764.5,69.33333333,1,34.66666667,-3.33,40
5265,21.73,43.16333333,20.92666667,42.5,20.76,44.59,17.5,46.56,19.20388889,48.74722222,7.9,99.9,16,44.5,19.11111111,50.29,15.8,48.59,7.93,767.6,95.66666667,3,63,7.3,60
5266,20.5,35.29,16.89,39.79,20.29,37.09,19.5,34.5,18.2,49,-1,69.26,20.63333333,33.59,22.6,39.2,18.89,40.2,-1.27,768.3666667,92.83333333,1.166666667,34,-2.28,50
5267,24.39,38.93,23.89,36.93,25.2,38.12666667,24.2,40.53,23.236,45.316,17.03333333,1,23.53333333,34.09,24.5,38.52571429,22.7,38.29,14.1,758.45,66,4,34,7.7,150
5268,20.6,42.59,19.6,42.76,20.53333333,44.93333333,17.7,47.09,17.785,56.035,8.226666667,99.9,16.29,43.79,18,50,16.5,50.9,8.4,765.6,94,3,64,7.5,50
5269,22.79,46.19333333,20.89,46.66,24.7,40.5,21.89,40.05142857,20.89,49.02666667,9.13,35.62333333,21.29,33.2,24.29,41.13333333,21,40.76666667,8.8,748.6,81,2,29,5.6,110
5270,21.7,41.82666667,21.2,40.52666667,22.6,39.2,21.2,41.12666667,20.1,47.5,14.06333333,16.49666667,20.89,33.79,24,41.36333333,20.42666667,39.73,10,753.4,63.16666667,6,38.16666667,3.25,100
5271,24.7,47.5,23.39,48.2,26.58,41.92,25.1,45.9,23.7,52.26,17.73,54.49333333,24.2,44.53857143,25.08,48.656,23.89,47.79,16.2,750.9333333,90,4,33.66666667,14.5,50
5272,18.9975,44.3975,18.26,43.66333333,19.5,43.7,19.72666667,43.93333333,18.2,55.79,5.59,78.99333333,17.73,41.66666667,18.26,49.13333333,17,45.86333333,5,755.4333333,88,4.333333333,32.66666667,3.17,290
5273,21,39.29,18.39,43.36333333,21.92666667,36.76,21.5,36.44,19.79,47.66333333,7.896666667,48.82666667,20.16,32,21.79,41.26,20.13333333,39.4,6.02,764.7166667,95,1.166666667,20.16666667,5.22,150
5274,23.1,40.59,20.9175,42.53375,24.79,39.29,23.1,38.59,21.12857143,51.29,9.963333333,42.43333333,23.2,40.7,23.64,43.634,22.7,43.7,9.87,754.1,89.5,1.166666667,20,8.23,40
5275,21.46333333,36,19.6,36.79,21.26,35.86333333,20,35.16333333,18.79,39.62666667,4.19,51.36666667,20.96333333,27.42666667,21.92666667,33.56,18.2,40.06,4.47,771.2,56.33333333,3,40,-3.57,30
5276,21.6,43.29,20.29,43.7,21.89,42,21.85666667,43.29,18.29,54.7,10.19,92.8,18.1,41.79,21.39,52.7,18,45.29,10.4,755.3,92,9.666666667,63.33333333,9.13,40
5277,19.5,35.7,17.5,36.7,19.7,37.054,18.5,34.6,17.79,44.196,0.911111111,75.34222222,17.89,28.42666667,20.39,37.06,17.7,37.79,0.45,755.0333333,81.33333333,4,28.33333333,-2.4,170
5278,21.6,35.12666667,19.35666667,35.26,20.39,37.06,19.79,34.9,19.29,56.53,-4.56,76.52666667,19.56666667,28.23,21.79,38.86333333,18.2,39.09,-3.23,768.1,89.33333333,1.333333333,63.66666667,-4.8,40
5279,21,38,18.2,41.59,23.2,36.56,19.6,37.32666667,19.46333333,47.06,4.53,41.8,19.39,31.5,22.1,41.93333333,19.1,38.96666667,4.2,763.8,88,3,29,2.3,60
5280,21.79,46.29,20.89,46.03,23,45.9,20.16666667,49.46666667,19.7,58.30222222,9,99.9,18.79,45.65722222,20.7,55.83111111,18.29,52.53,9.23,758.0666667,89,6,54.66666667,7.53,60
5281,21.29,37.2,18.76,39.2,22.66666667,36.56,22,34.29,20.13333333,49.93,6.4,21.5,20.29,30,22.29,43.23,20.29,38.15666667,7.02,763.8333333,72.83333333,2.833333333,40,2.47,50
5282,20.79,46.69333333,19.92666667,42.93333333,22.10222222,45.01,20.53333333,42.56,18.57222222,52.79,7.656666667,98.4,18.13333333,39.03777778,20.36222222,44.99833333,18.2,45,7.23,761.3333333,95.33333333,5.666666667,32,6.5,240
5283,17.89,44.59,17.1,44.93333333,19,42.29,16.79,44.86333333,16.6,50.2,8.6,84.76,16.98777778,40.215,17.02222222,46.86944444,16.23,44.43333333,8.3,762.7,85,10,40,5.9,30
5284,21.39,43.46333333,20.6,41.79,24.53333333,44.09,21.5,42.5,18.80111111,53.35722222,8.245,64.795,19.6,35.255,22.35111111,44.43888889,19,42.4,8,740.1,68,11,40,2.4,280
5285,24.5,37.86,24,34.26666667,25,36.7,24.29,37.79,21.2,51.36857143,19.32333333,1,23.29,34.7,24.39,39.134,22,37.23,16.5,756.1,55.83333333,2,38.16666667,7.62,170
5286,21.29,44.25666667,20.82333333,41.95666667,21.5,43.7,19,41,19,54.71666667,9.533333333,55.23333333,19.6,35.345,22.05,48.04944444,19.29,44.53,8.4,747.05,65.5,8.5,40,2.25,90
5287,21.03333333,40.66666667,19.29,40.26,21.7,37.2,20.53333333,36.9,19.29,45,9.36,35.39333333,20,34.65666667,22.5,40.59,19.23,37.2,8.3,756.25,76.5,4,24,4.35,390
5288,20.79,43.4,19,46.4,21.6,40.09,19.6,42.82666667,19.26,46.7,11.13,66.93333333,19.89,38.79,21.2,44.4,19.39,42.845,11.9,751.8666667,91,4,22.33333333,10.5,50
5289,19.89,39.32666667,19,37.03,20.29,36.62666667,19.1,35.2,18.06666667,71.69666667,8.83,81.89333333,18.6,30.73,19.7,37.56,17.7,38.26666667,6.47,757.2333333,65.66666667,3.666666667,40,0.333,50
5290,21.29,35.9,18.32333333,38.9,20.1,36.32666667,19.79,35,18.79,48.06666667,0.866666667,62.99,20.79,31.22666667,23.29,38.02666667,18.89,39.29,1.17,768.1333333,87.66666667,2,54,-0.667,50
5291,20.5,38.23,19.03333333,37.62666667,22.06666667,37.11333333,18.73,35.82666667,17.29,45,7.1,73.59,18.66666667,31.26,19.92142857,37.97142857,17.79,41.42857143,7.05,760.55,69.33333333,4.166666667,40,1.72,350
5292,21.5,38.4,19.5,38.7,21,39.4,19.89,39.9,20.12777778,79.32722222,1.6,84.4,19.5,34.005,22.97555556,43.78111111,18.5,39.86333333,1.27,741.5666667,89.33333333,1.666666667,25.33333333,-0.267,60
5293,21.29,45.59,20.5,43.7,21.82333333,44.43333333,18.79,44.995,19,58.1,6.3,89.02666667,18.785,40.11777778,21.275,52.62333333,19.2,50.03333333,6.8,744.2,84,7,40,4.3,40
5294,20.79,43.4,19,46.29,21.6,40.09,19.6,42.82666667,19.2,46.7,11.26333333,67,19.89,38.79,21.2,44.4,19.39,42.9,11.9,751.9,91,4,22.5,10.5,50
5295,20.5,34.93,19.73,38.23,20.89,33.96666667,20.32333333,32.06,18.89,41.22666667,5.095,43.05,20,26.2,21.13333333,34.9,19.56666667,38.09,4.25,765.85,76.5,1.5,63,0.4,60
5296,22.35666667,38.29,22.39,35.46666667,24.23,35.59,22.5,34.79,20.7,43.82666667,10.69666667,8.193333333,21.2,29,23.39,38.44285714,20.79,39.5,8.4,756.8666667,63.66666667,5.333333333,40,1.83,280
5297,21.76,37.5,19.73,36.96666667,22.5,35.93333333,22.5,34.156,20.56666667,55.56666667,6.19,12.56666667,20.39,28.434,22.79,38.43,20.2,32.99,7.22,763.2333333,65.5,2.166666667,40,1.08,40
5298,24.6,44.745,22.29,46.36333333,26,43,24.2,43.73,23.5,56.21,11.3,33.96666667,23.5,38.29,24.79,48.96666667,22.79,44.66333333,11.1,759.7,85,4,40,8.6,60
5299,21.79,38.79,22.2,36.29,22.2,36.86333333,22,37.09,19.89,45.46666667,15.56666667,1,20.89,31.66,21.26,39.46666667,20.29,38.5,12.9,765.65,56.5,2.5,50.5,4.35,60
5300,19.89,36.59,17.89,37.5,20.5,37.5,19,35,18.39,54.09,-0.533333333,70.93,18.7,36.112,20,43.9,17.73,41.03,0.717,750.0166667,81.5,3.833333333,29.16666667,-2.12,40
5301,20.5,34.4,19.42666667,34.32666667,19.79,34.59,20.7,33.5,18,60.56666667,8.963333333,30.46,20.63333333,29.89,21.76,35.73,18.39,39.59,8.97,764.9333333,55.66666667,4,34.33333333,0.5,50
5302,22.89,29.62333333,22.245,26.95,22.39,35.43333333,22.58,29.096,20,37.19333333,16.2,1,22.79,26.7,22.29,32.96666667,20.23,34.73,15.3,765.5833333,32.5,7,40,-1.35,60
5303,20.42666667,37.7,18.6,38.7,21,39,19.29,36.9,18,48.79,3.7,81.8,18.39,33,20.7,46.29,18.29,42.03,4.4,742.7,83,6,40,1.8,30
5304,20.39,36.09,16.76,41.7,20.5,37.23,19.79,34,17.79,49.86333333,0.2,70.95666667,19.46333333,35.56,21,42.9,18.1,41,-0.967,763.7,93.83333333,1,29.83333333,-1.88,40
5305,21.1,42.42333333,19,38.95666667,21.6,35.96333333,18.1,34.96666667,17.39,47.12666667,0.35,77.69,18.5,32.8225,20.82333333,38.16333333,17.7,36.2,1.93,751.6333333,92.66666667,1,32.66666667,0.867,100
5306,20.6,33.73,18.79,34.4,20.1,35.2,19.2,33.16333333,19.16333333,81.33333333,3.163333333,37.8,20.7,29.79,21.13333333,35.86,18.29,39.93333333,3.2,760.2,60.33333333,5.666666667,32.66666667,-3.83,110
5307,20,45.66333333,19.2,44.2,19.96333333,44.7,20.03333333,43.9,18.1,48.93333333,6.5,88.89666667,17.89,40.32666667,18.56666667,47.82666667,17.1,45.2,7,743.5,81,7,28,4,60
5308,20,37.96666667,17.73,39.7,20.1,38.96666667,20.29,37.26,17.89,70.63,-0.6,77.09,17.89,31.7,21.5,41.82666667,17.6,37.03,0.333,747.8,97.66666667,1,53.66666667,1.11E-16,70
5309,19.35666667,39.29,18.13333333,39.23,18.89,38.9,17.96333333,38.2,17.29,49.29,-5.591111111,82.30944444,17.29,32.79,19.7,45.62666667,16.39,41,-4.88,758.7777778,92.83333333,1.611111111,53.66666667,-5.89,40
5310,20.39,35.7,19,35.9,20.63333333,35.43333333,19.46333333,34.29,18,42.656,5.16,47.53333333,18.39,29.29142857,20.1,37.53,17.79,35.2,4.08,751.8,77.16666667,2.166666667,22.16666667,0.333,310
5311,21.6,33.26,19.66666667,32.32666667,22.96,35.13333333,19.7,32.12666667,17.26,46.06,5.296666667,32.86,22.46333333,23.23,22.89,30.53,18.5,38.2,4.5,763,62,4,40,-2.3,300
5312,20.6,43.9,19.79,43.46666667,20.6,44.29,19.7,45.59,17.7,52.68777778,7.933333333,99.9,17.7,42.29,18.39,48.7,17.03333333,48.93333333,8.15,763.95,93.5,2.5,43,7.2,50
5313,21.7,41.59,21.13333333,40.36333333,22.66666667,39.06,21.29,41.26,20.1,47.4,13.83,15.8,20.89,33.79,24.1,41.29,20.42666667,39.59,10.3,753.4,63.5,6,34.5,3.55,100
5314,22.79,37.32666667,23.2,34.16333333,27.16666667,39.36,23.2,34.5,20.63333333,42.53,16.03333333,1,22,30.93714286,22.73,37.93,20.7,39.7,12.7,758.9666667,61.83333333,5.833333333,40,5.53,240
5315,20.23,39.16333333,19.13333333,38.36333333,22.23,36.92666667,19.76,35.79,18.34,42.1,1.566666667,86.93333333,18.53333333,29.56666667,20.2,36.93333333,17.89,37.66333333,2.5,772.2333333,74.33333333,3.333333333,48,-1.8,50
5316,22.76,38.73,20.29,41.32666667,22.1,37.59,21.29,37.5,20.7,46.39,5.9,68.22666667,19.82333333,36.46333333,23.46333333,41.46666667,19.7,39.29,5.73,756.1666667,93.66666667,3.333333333,61.33333333,4.77,50
5317,22.92666667,38.29,27,30.7,23.7,36.645,23.945,35.7,19.7,48.16333333,22.6,1,22.29,34.98571429,23.13333333,39.76,21.5,40.09,18,754.3,50,3,40,7.3,60
5318,19.6,36.66333333,17.66666667,37.93,20.46333333,37.43,19.19666667,35.93333333,18.2,53.178,-0.433333333,71.56333333,18.7,36.59,19.79,43.86333333,17.7,41.045,0.4,750.2,81,4,20,-2.5,40
